route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
Red-1-0,Red,0,Alewife - Ashmont,,1,10010003,45295219
Red-3-0,Red,0,Alewife - Braintree,,1,10010004,45295375
Red-3-0_70101_70105_0,Red,0,Alewife - Quincy Center,,4,10010099,45295508-20:45-BraintreeQuincyCenter0
Red-1-1,Red,1,Ashmont - Alewife,,1,10010103,45295220
Red-3-1,Red,1,Braintree - Alewife,,1,10010104,45295355
Red-3-1_70105_70102_2,Red,1,Quincy Center - Alewife,,4,10010199,45295539-20:45-BraintreeQuincyCenter2
Mattapan-_-0,Mattapan,0,Ashmont - Mattapan,,1,10011000,45616687
Mattapan-_-1,Mattapan,1,Mattapan - Ashmont,,1,10011100,45616685
Orange-3-0,Orange,0,Oak Grove - Forest Hills,,1,10020000,45616325
Orange-5-0,Orange,0,Wellington - Forest Hills,Weekdays only,3,10020003,45616588
Orange-3-0_70036_70032_2,Orange,0,Wellington - Forest Hills,,4,10020099,45510578-19:00-OakGroveWellingtonOrangeSkipNorthStationNorthbound2
Orange-3-1,Orange,1,Forest Hills - Oak Grove,,1,10020100,45616458
Orange-3-1_70033_70036_0,Orange,1,Forest Hills - Wellington,,4,10020199,45510571-19:00-OakGroveWellingtonOrangeSkipNorthStationNorthbound0
Green-B-3-0,Green-B,0,Park Street - Boston College,,1,10032000,45803810
Green-B-1-0,Green-B,0,North Station - Boston College,Weekend early mornings only,3,10032004,45811028
Green-B-1-0_70137_70107_0,Green-B,0,North Station - Babcock Street,,4,10032099,45807800-BabcockBC0
Green-B-1-0_70202_70196_0,Green-B,0,North Station - Government Center,,4,10032099,45807800-GovtCtrParkSt0
Green-B-1-0_70202_70196_2,Green-B,0,Park Street - Boston College,,4,10032099,45807800-GovtCtrParkSt2
Green-B-3-0_70137_70107_0,Green-B,0,Park Street - Babcock Street,,4,10032099,45807815-BabcockBC0
Green-B-3-1,Green-B,1,Boston College - Park Street,,1,10032100,45803657
Green-B-1-1,Green-B,1,Boston College - North Station,Weekend early mornings only,3,10032104,45811027
Green-B-1-1_70106_70136_2,Green-B,1,Babcock Street - North Station,,4,10032199,45807799-BabcockBC2
Green-B-1-1_70200_70201_0,Green-B,1,Boston College - Park Street,,4,10032199,45807799-GovtCtrParkSt0
Green-B-1-1_70200_70201_2,Green-B,1,Government Center - North Station,,4,10032199,45807799-GovtCtrParkSt2
Green-B-3-1_70106_70136_2,Green-B,1,Babcock Street - Park Street,,4,10032199,45807813-BabcockBC2
Green-C-1-0,Green-C,0,North Station - Cleveland Circle,,1,10033000,45803742
Green-C-1-0_70202_70197_0,Green-C,0,North Station - Government Center,,4,10033099,45807785-GovtCtrParkSt0
Green-C-1-0_70202_70197_2,Green-C,0,Park Street - Cleveland Circle,,4,10033099,45807785-GovtCtrParkSt2
Green-C-1-1,Green-C,1,Cleveland Circle - North Station,,1,10033100,45803741
Green-C-1-1_70200_70201_0,Green-C,1,Cleveland Circle - Park Street,,4,10033199,45807784-GovtCtrParkSt0
Green-C-1-1_70200_70201_2,Green-C,1,Government Center - North Station,,4,10033199,45807784-GovtCtrParkSt2
Green-D-2-0,Green-D,0,Government Center - Riverside,,1,10034000,45804733
Green-D-3-0,Green-D,0,North Station - Reservoir,Evenings only,3,10034005,45805609
Green-D-1-0,Green-D,0,North Station - Riverside,Weekday early mornings only,3,10034007,45803757
Green-D-2-0_70151_70179_0,Green-D,0,Government Center - Kenmore,,4,10034099,45804940-20:45-BrooklineHillsKenmore0
Green-D-2-0_70151_70179_2,Green-D,0,Brookline Hills - Riverside,,4,10034099,45804940-20:45-BrooklineHillsKenmore2
Green-D-2-0_70169_70161_0,Green-D,0,Government Center - Newton Highlands,,4,10034099,45804940-20:45-NewtonHighlandsRiverside0
Green-D-2-0_70175_70161_0,Green-D,0,Government Center - Reservoir,,4,10034099,45804940-20:45-ReservoirRiverside0
Green-D-2-0_70187_70169_0,Green-D,0,Government Center - Fenway,,4,10034099,45804940-20:45-FenwayNewtonHighlands0
Green-D-2-0_70187_70169_2,Green-D,0,Newton Highlands - Riverside,,4,10034099,45804940-20:45-FenwayNewtonHighlands2
Green-D-2-0_70202_70198_2,Green-D,0,Park Street - Riverside,,4,10034099,45807817-GovtCtrParkSt2
Green-D-3-0_70151_70179_0,Green-D,0,North Station - Kenmore,,4,10034099,45805609-20:45-BrooklineHillsKenmore0
Green-D-3-0_70151_70179_2,Green-D,0,Brookline Hills - Reservoir,,4,10034099,45805609-20:45-BrooklineHillsKenmore2
Green-D-3-0_70202_70198_0,Green-D,0,North Station - Government Center,,4,10034099,45809469-GovtCtrParkSt0
Green-D-3-0_70202_70198_2,Green-D,0,Park Street - Reservoir,,4,10034099,45809469-GovtCtrParkSt2
Green-D-2-1,Green-D,1,Riverside - Government Center,,1,10034100,45804732
Green-D-3-1,Green-D,1,Reservoir - North Station,,3,10034105,45805593
Green-D-1-1,Green-D,1,Riverside - North Station,Weekday early mornings only,3,10034108,45803758
Green-D-2-1_70160_70168_2,Green-D,1,Newton Highlands - Government Center,,4,10034199,45804948-20:45-NewtonHighlandsRiverside2
Green-D-2-1_70160_70174_2,Green-D,1,Reservoir - Government Center,,4,10034199,45804948-20:45-ReservoirRiverside2
Green-D-2-1_70168_70186_0,Green-D,1,Riverside - Newton Highlands,,4,10034199,45804948-20:45-FenwayNewtonHighlands0
Green-D-2-1_70168_70186_2,Green-D,1,Fenway - Government Center,,4,10034199,45804948-20:45-FenwayNewtonHighlands2
Green-D-2-1_70178_70150_0,Green-D,1,Riverside - Brookline Hills,,4,10034199,45804948-20:45-BrooklineHillsKenmore0
Green-D-2-1_70178_70150_2,Green-D,1,Kenmore - Government Center,,4,10034199,45804948-20:45-BrooklineHillsKenmore2
Green-D-2-1_70200_70201_0,Green-D,1,Riverside - Park Street,,4,10034199,45807802-GovtCtrParkSt0
Green-D-3-1_70200_70201_0,Green-D,1,Reservoir - Park Street,,4,10034199,45809457-GovtCtrParkSt0
Green-D-3-1_70200_70201_2,Green-D,1,Government Center - North Station,,4,10034199,45809457-GovtCtrParkSt2
Green-E-1-0,Green-E,0,North Station - Heath Street,,1,10035000,45803749
Green-E-1-0_70202_70199_0,Green-E,0,North Station - Government Center,,4,10035099,45807801-GovtCtrParkSt0
Green-E-1-0_70202_70199_2,Green-E,0,Park Street - Heath Street,,4,10035099,45807801-GovtCtrParkSt2
Green-E-1-1,Green-E,1,Heath Street - North Station,,1,10035100,45803750
Green-E-1-1_70200_70201_0,Green-E,1,Heath Street - Park Street,,4,10035199,45807806-GovtCtrParkSt0
Green-E-1-1_70200_70201_2,Green-E,1,Government Center - North Station,,4,10035199,45807806-GovtCtrParkSt2
Blue-6-0,Blue,0,Wonderland - Bowdoin,,1,10040000,45741334
Blue-8-0,Blue,0,Orient Heights - Bowdoin,,3,10040003,45741560
Blue-6-1,Blue,1,Bowdoin - Wonderland,,1,10040100,45741386
741-_-0,741,0,South Station - Logan Airport Terminals,,1,10051000,45964688
741-_-1,741,1,Logan Airport Terminals - South Station,,1,10051100,45964689
741-2-1,741,1,Logan Airport Terminals - South Station (Surface Route),Late nights only,3,10051104,45964893
742-1-0,742,0,South Station - Drydock Ave (AM Route),,1,10052004,45965370
742-_-0,742,0,South Station - Drydock Ave (PM Route),,2,10052005,45965290
742-_-1,742,1,Drydock Ave - South Station (PM Route),,1,10052100,45965299
742-1-1,742,1,Drydock Ave - South Station (AM Route),,1,10052104,45965371
742-3-1,742,1,Drydock Ave - South Station (PM - Omits 88 Black Falcon Ave),Evenings only,3,10052108,45965288
743-_-0,743,0,South Station - Chelsea Station,,1,10053000,45965564
743-_-1,743,1,Chelsea Station - South Station,,1,10053100,45965571
743-1-1,743,1,Chelsea Station - South Station (Surface Route),Late nights only,3,10053104,45965803
751-_-0,751,0,South Station - Nubian Station,,1,10055000,45963803
751-_-1,751,1,Nubian Station - South Station,,1,10055100,45963802
749-_-0,749,0,Temple Place - Nubian Station,,1,10056000,45963767
749-_-1,749,1,Nubian Station - Temple Place,,1,10056100,45963768
746-_-0,746,0,South Station - Silver Line Way,,1,10057000,45963901
746-_-1,746,1,Silver Line Way - South Station,,1,10057100,45963900
CR-Fairmount-456a6b87-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,20001000,CR-Weekday-Summer-20-771
CR-Fairmount-3a5f00da-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,20001100,CR-Weekday-Summer-20-766
CR-Fitchburg-0196402e-0,CR-Fitchburg,0,North Station - Wachusett,,1,20002000,CR-Weekday-Summer-20-403
CR-Fitchburg-c7a7bb18-0,CR-Fitchburg,0,North Station - Wachusett,,2,20002002,CR-Weekday-Summer-20-425
CR-Fitchburg-9439bc9e-0,CR-Fitchburg,0,North Station - Wachusett,,2,20002004,CR-Weekday-Summer-20-419
CR-Fitchburg-dc53534f-0,CR-Fitchburg,0,North Station - Wachusett,,2,20002005,CR-Weekday-Summer-20-409
CR-Fitchburg-4cf3756a-0,CR-Fitchburg,0,North Station - Wachusett,,3,20002006,CR-Sunday-Summer-20-2401
CR-Fitchburg-06182b05-1,CR-Fitchburg,1,Wachusett - North Station,,1,20002100,CR-Weekday-Summer-20-416
CR-Fitchburg-410695c5-1,CR-Fitchburg,1,Wachusett - North Station,,2,20002102,CR-Weekday-Summer-20-410
CR-Fitchburg-f806ca96-1,CR-Fitchburg,1,Wachusett - North Station,,2,20002104,CR-Weekday-Summer-20-402
CR-Fitchburg-6feabb2f-1,CR-Fitchburg,1,Wachusett - North Station,,2,20002105,CR-Sunday-Summer-20-2400
CR-Fitchburg-878773fe-1,CR-Fitchburg,1,Wachusett - North Station,,3,20002106,CR-Weekday-Summer-20-400
CR-Worcester-c9f70cfa-0,CR-Worcester,0,South Station - Worcester,,1,20003000,CR-Weekday-Summer-20-501
CR-Worcester-6e54f093-0,CR-Worcester,0,South Station - Worcester,,2,20003003,CR-Weekday-Summer-20-509
CR-Worcester-46173ad9-1,CR-Worcester,1,Worcester - South Station,,1,20003100,CR-Weekday-Summer-20-500
CR-Worcester-1eb162f4-1,CR-Worcester,1,Worcester - South Station,,2,20003103,CR-Weekday-Summer-20-518
CR-Worcester-f35f5d98-1,CR-Worcester,1,Worcester - South Station,,3,20003105,CR-Weekday-Summer-20-7552
CR-Franklin-68fb51e7-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,20004000,CR-Weekday-Summer-20-709
CR-Franklin-c63d3181-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,2,20004003,CR-Weekday-Summer-20-729
CR-Franklin-Foxboro-810ed90d-0,CR-Franklin,0,South Station - Foxboro via Fairmount,,2,20004005,CR-Weekday-Summer-20-749
CR-Franklin-Foxboro-2a116f76-0,CR-Franklin,0,South Station - Foxboro via Fairmount,,3,20004007,CR-Weekday-Summer-20-741
CR-Franklin-21a2e550-0,CR-Franklin,0,South Station - Forge Park/495 via Fairmount,,3,20004009,CR-Weekday-Summer-20-7703
CR-Franklin-34b183ec-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,3,20004010,CR-Weekday-Summer-20-705
CR-Franklin-792ab8b5-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,3,20004011,CR-Weekday-Summer-20-707
CR-Franklin-7a4d6b9d-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,3,20004012,CR-Weekday-Summer-20-713
CR-Franklin-Foxboro-0a40e636-0,CR-Franklin,0,South Station - Foxboro via Fairmount,,3,20004013,CR-Weekday-Summer-20-7753
CR-Franklin-Foxboro-3dcaeffb-0,CR-Franklin,0,South Station - Foxboro via Fairmount,,3,20004014,CR-Weekday-Summer-20-743
CR-Franklin-b5947d89-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,3,20004015,CR-Weekday-Summer-20-745
CR-Franklin-b77aa274-0,CR-Franklin,0,South Station - Forge Park/495,,3,20004016,CR-Weekday-Summer-20-701
CR-Franklin-68fb51e7-0_Walpole_Forge Park / 495_0,CR-Franklin,0,South Station - Walpole,,4,20004099,CR-Saturday-Summer-20-1703-ForgeParkWalpole0
CR-Franklin-692d0a57-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,20004100,CR-Weekday-Summer-20-700
CR-Franklin-Foxboro-fe1bff6a-1,CR-Franklin,1,Foxboro - South Station via Fairmount,,2,20004103,CR-Weekday-Summer-20-740
CR-Franklin-88d99670-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,2,20004105,CR-Weekday-Summer-20-712
CR-Franklin-f50e6e94-1,CR-Franklin,1,Forge Park/495 - South Station via Fairmount,,2,20004106,CR-Weekday-Summer-20-7722
CR-Franklin-3291dc24-1,CR-Franklin,1,Forge Park/495 - South Station via Fairmount,,2,20004107,CR-Weekday-Summer-20-726
CR-Franklin-f2a2d454-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,20004108,CR-Weekday-Summer-20-716
CR-Franklin-06789195-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,3,20004110,CR-Weekday-Summer-20-7752
CR-Franklin-7070d1dc-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,20004111,CR-Weekday-Summer-20-720
CR-Franklin-95ecb612-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,20004112,CR-Weekday-Summer-20-718
CR-Franklin-Foxboro-1de9bf7e-1,CR-Franklin,1,Foxboro - South Station via Fairmount,,3,20004113,CR-Weekday-Summer-20-7744
CR-Franklin-b70bf8ea-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,20004114,CR-Weekday-Summer-20-7704
CR-Franklin-f562bf25-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,20004115,CR-Weekday-Summer-20-724
CR-Franklin-131bc4f0-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,3,20004116,CR-Weekday-Summer-20-7756
CR-Franklin-692d0a57-1_Forge Park / 495_Walpole_2,CR-Franklin,1,Walpole - South Station,,4,20004199,CR-Saturday-Summer-20-1702-ForgeParkWalpole2
CR-Greenbush-443280ea-0,CR-Greenbush,0,South Station - Greenbush,,1,20005000,CR-Weekday-Summer-20-073
CR-Greenbush-e3278d41-0,CR-Greenbush,0,South Station - Greenbush,,2,20005002,CR-Sunday-Summer-20-2071
CR-Greenbush-54fedb61-0,CR-Greenbush,0,South Station - Greenbush,,3,20005003,CR-Weekday-Summer-20-081
CR-Greenbush-f664d329-0,CR-Greenbush,0,South Station - Greenbush,,3,20005004,CR-Weekday-Summer-20-7071
CR-Greenbush-30d06576-0,CR-Greenbush,0,Braintree - Greenbush,,3,20005005,CR-Saturday-DivOldColony-20-1071C0
CR-Greenbush-c2b26aa5-1,CR-Greenbush,1,Greenbush - South Station,,1,20005100,CR-Weekday-Summer-20-078
CR-Greenbush-69dd7df3-1,CR-Greenbush,1,Greenbush - South Station,,2,20005102,CR-Weekday-Summer-20-070
CR-Greenbush-6b6265da-1,CR-Greenbush,1,Greenbush - South Station,,3,20005104,CR-Weekday-Summer-20-072
CR-Greenbush-e8ac4986-1,CR-Greenbush,1,Greenbush - South Station,,3,20005105,CR-Weekday-Summer-20-7088
CR-Greenbush-13f6c11d-1,CR-Greenbush,1,Greenbush - Braintree,,3,20005106,CR-Saturday-DivOldColony-20-1070C0
CR-Haverhill-5a823277-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,20006000,CR-Weekday-Summer-20-201
CR-Haverhill-798584e8-0,CR-Haverhill,0,North Station - Reading,,2,20006003,CR-Weekday-Summer-20-287
CR-Haverhill-dbdebb13-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,20006100,CR-Weekday-Summer-20-200
CR-Haverhill-acc75519-1,CR-Haverhill,1,Haverhill - North Station via Reading,,2,20006103,CR-Weekday-Summer-20-224
